Date Time,Global_active_power,Sub_metering_1,Sub_metering_2,Sub_metering_3
16/12/2006 18:45:00,4.2,0,1,17
16/12/2006 18:46:00,4.204,0,1,16
16/12/2006 18:47:00,4.218,0,1,17
16/12/2006 18:48:00,2.786,0,2,17
16/12/2006 18:49:00,2.54,0,4,17
16/12/2006 18:50:00,2.496,0,3,17
16/12/2006 18:51:00,2.336,0,1,16
16/12/2006 18:52:00,2.322,0,0,17
16/12/2006 18:53:00,2.448,0,1,17
16/12/2006 18:54:00,4.298,0,1,16
16/12/2006 18:55:00,4.23,0,1,17
16/12/2006 18:56:00,4.23,0,2,16
16/12/2006 18:57:00,3.924,0,1,17
16/12/2006 18:58:00,4.218,0,1,17
16/12/2006 18:59:00,4.224,0,1,16
16/12/2006 19:00:00,4.07,0,1,17
16/12/2006 19:01:00,3.612,0,2,16
16/12/2006 19:02:00,3.458,0,1,17
16/12/2006 19:03:00,3.434,0,1,16
16/12/2006 19:04:00,3.366,0,1,17
16/12/2006 19:05:00,3.404,0,2,16
16/12/2006 19:06:00,3.382,0,0,17
16/12/2006 19:07:00,3.616,0,4,17
16/12/2006 19:08:00,3.476,0,3,17
16/12/2006 19:09:00,3.394,0,0,17
16/12/2006 19:10:00,3.4,0,1,17
16/12/2006 19:11:00,3.414,0,1,17
16/12/2006 19:12:00,3.432,0,1,16
16/12/2006 19:13:00,3.418,0,2,17
16/12/2006 19:14:00,3.392,0,1,17
16/12/2006 19:15:00,3.394,0,1,17
16/12/2006 19:16:00,3.394,0,1,16
16/12/2006 19:17:00,3.406,0,2,17
16/12/2006 19:18:00,3.42,0,1,17
16/12/2006 19:19:00,3.418,0,1,17
16/12/2006 19:20:00,3.422,0,1,17
16/12/2006 19:21:00,3.332,0,1,16
16/12/2006 19:22:00,3.316,0,1,17
16/12/2006 19:23:00,3.334,0,2,17
16/12/2006 19:24:00,3.262,0,0,17
16/12/2006 19:25:00,3.476,0,3,16
16/12/2006 19:26:00,3.62,0,5,17
16/12/2006 19:27:00,3.61,0,5,17
16/12/2006 19:28:00,3.646,0,5,17
16/12/2006 19:29:00,3.614,0,5,17
16/12/2006 19:30:00,3.408,0,2,16
16/12/2006 19:31:00,3.388,0,1,17
16/12/2006 19:32:00,3.372,0,2,17
16/12/2006 19:33:00,3.37,0,1,16
16/12/2006 19:34:00,3.342,0,1,17
16/12/2006 19:35:00,3.284,0,2,16
16/12/2006 19:36:00,3.276,0,1,17
16/12/2006 19:37:00,3.382,0,2,17
16/12/2006 19:38:00,3.418,0,1,16
16/12/2006 19:39:00,3.396,0,1,17
16/12/2006 19:40:00,3.406,0,2,16
16/12/2006 19:41:00,3.406,0,1,17
16/12/2006 19:42:00,3.392,0,1,17
16/12/2006 19:43:00,3.378,0,2,16
16/12/2006 19:44:00,3.368,0,1,17
16/12/2006 19:45:00,3.35,0,1,16
16/12/2006 19:46:00,3.352,0,2,17
16/12/2006 19:47:00,3.364,0,1,16
16/12/2006 19:48:00,3.38,0,1,17
16/12/2006 19:49:00,3.404,0,1,17
16/12/2006 19:50:00,3.378,0,2,16
16/12/2006 19:51:00,3.388,0,1,17
16/12/2006 19:52:00,3.376,0,1,17
16/12/2006 19:53:00,3.254,0,0,16
16/12/2006 19:54:00,3.214,0,0,17
16/12/2006 19:55:00,3.202,0,0,16
16/12/2006 19:56:00,3.202,0,0,17
16/12/2006 19:57:00,3.212,0,0,16
16/12/2006 19:58:00,3.206,0,0,17
16/12/2006 19:59:00,3.214,0,0,17
16/12/2006 20:00:00,3.206,0,0,16
16/12/2006 20:01:00,3.222,0,0,17
16/12/2006 20:02:00,3.216,0,0,16
16/12/2006 20:03:00,3.216,0,0,17
16/12/2006 20:04:00,3.194,0,0,16
16/12/2006 20:05:00,3.278,0,0,17
16/12/2006 20:06:00,3.282,0,0,17
16/12/2006 20:07:00,3.292,0,0,16
16/12/2006 20:08:00,3.316,0,0,17
16/12/2006 20:09:00,3.37,0,0,17
16/12/2006 20:10:00,3.42,0,0,17
16/12/2006 20:11:00,3.41,0,0,16
16/12/2006 20:12:00,3.4,0,0,17
16/12/2006 20:13:00,3.4,0,0,17
16/12/2006 20:14:00,3.388,0,0,16
16/12/2006 20:15:00,3.37,0,0,17
16/12/2006 20:16:00,3.332,0,0,17
16/12/2006 20:17:00,3.31,0,0,17
16/12/2006 20:18:00,3.312,0,0,16
16/12/2006 20:19:00,3.314,0,0,17
16/12/2006 20:20:00,3.302,0,0,16
16/12/2006 20:21:00,3.302,0,0,17
16/12/2006 20:22:00,3.3,0,0,17
16/12/2006 20:23:00,3.29,0,0,16
16/12/2006 20:24:00,3.286,0,0,17
16/12/2006 20:25:00,3.23,0,0,16
16/12/2006 20:26:00,3.218,0,0,17
16/12/2006 20:27:00,3.258,0,0,17
16/12/2006 20:28:00,3.264,0,0,17
16/12/2006 20:29:00,3.26,0,0,17
16/12/2006 20:30:00,3.262,0,0,17
16/12/2006 20:31:00,3.264,0,0,16
16/12/2006 20:32:00,3.238,0,0,17
16/12/2006 20:33:00,3.228,0,0,17
16/12/2006 20:34:00,3.222,0,0,17
16/12/2006 20:35:00,3.226,0,0,16
16/12/2006 20:36:00,3.206,0,0,17
16/12/2006 20:37:00,3.188,0,0,16
16/12/2006 20:38:00,3.196,0,0,17
16/12/2006 20:39:00,3.204,0,0,16
16/12/2006 20:40:00,3.232,0,0,17
16/12/2006 20:41:00,3.254,0,0,17
16/12/2006 20:42:00,3.376,0,0,17
16/12/2006 20:43:00,3.372,0,0,17
16/12/2006 20:44:00,3.366,0,0,17
16/12/2006 20:45:00,3.386,0,0,17
16/12/2006 20:46:00,3.496,0,0,17
16/12/2006 20:47:00,3.426,0,0,17
16/12/2006 20:48:00,3.44,0,0,17
16/12/2006 20:49:00,3.44,0,0,17
16/12/2006 20:50:00,3.454,0,0,17
16/12/2006 20:51:00,3.45,0,0,17
16/12/2006 20:52:00,3.48,0,0,17
16/12/2006 20:53:00,3.474,0,0,17
16/12/2006 20:54:00,3.456,0,0,17
16/12/2006 20:55:00,1.832,0,0,17
16/12/2006 20:56:00,2.044,0,0,18
16/12/2006 20:57:00,3.354,0,0,17
16/12/2006 20:58:00,3.282,0,0,17
16/12/2006 20:59:00,3.308,0,0,17
16/12/2006 21:00:00,3.314,0,0,17
16/12/2006 21:01:00,3.306,0,0,17
16/12/2006 21:02:00,1.692,0,0,18
16/12/2006 21:03:00,3.342,0,0,17
16/12/2006 21:04:00,3.354,0,0,17
16/12/2006 21:05:00,3.334,0,0,18
16/12/2006 21:06:00,3.33,0,0,17
16/12/2006 21:07:00,2.74,0,0,17
16/12/2006 21:08:00,2.188,0,0,18
16/12/2006 21:09:00,3.33,0,0,17
16/12/2006 21:10:00,3.34,0,0,17
16/12/2006 21:11:00,3.306,0,0,17
16/12/2006 21:12:00,3.044,0,0,17
16/12/2006 21:13:00,1.766,0,0,18
16/12/2006 21:14:00,3.376,0,0,17
16/12/2006 21:15:00,3.414,0,0,17
16/12/2006 21:16:00,3.426,0,0,17
16/12/2006 21:17:00,3.42,0,0,17
16/12/2006 21:18:00,1.876,0,0,18
16/12/2006 21:19:00,3.442,0,0,17
16/12/2006 21:20:00,3.414,0,0,17
16/12/2006 21:21:00,3.412,0,0,17
16/12/2006 21:22:00,2.542,0,0,18
16/12/2006 21:23:00,2.82,0,0,17
16/12/2006 21:24:00,3.41,0,0,17
16/12/2006 21:25:00,3.392,0,0,17
16/12/2006 21:26:00,2.878,0,0,17
16/12/2006 21:27:00,1.848,0,0,18
16/12/2006 21:28:00,3.494,0,0,17
16/12/2006 21:29:00,3.42,0,0,17
16/12/2006 21:30:00,3.226,0,0,18
16/12/2006 21:31:00,1.948,0,0,17
16/12/2006 21:32:00,3.392,0,0,17
16/12/2006 21:33:00,3.368,0,0,17
16/12/2006 21:34:00,3.378,0,0,17
16/12/2006 21:35:00,1.872,0,0,18
16/12/2006 21:36:00,3.212,0,0,17
16/12/2006 21:37:00,3.346,0,0,17
16/12/2006 21:38:00,3.308,0,0,17
16/12/2006 21:39:00,3.302,0,0,17
16/12/2006 21:40:00,2.36,0,0,18
16/12/2006 21:41:00,2.652,0,0,17
16/12/2006 21:42:00,3.392,0,1,17
16/12/2006 21:43:00,3.398,0,2,17
16/12/2006 21:44:00,3.424,0,1,17
16/12/2006 21:45:00,1.86,0,2,18
16/12/2006 21:46:00,3.25,0,1,17
16/12/2006 21:47:00,3.502,0,1,18
16/12/2006 21:48:00,3.484,0,2,17
16/12/2006 21:49:00,3.478,0,1,17
16/12/2006 21:50:00,1.696,0,2,17
16/12/2006 21:51:00,3.494,0,1,17
16/12/2006 21:52:00,3.482,0,1,17
16/12/2006 21:53:00,3.48,0,2,17
16/12/2006 21:54:00,3.474,0,1,17
16/12/2006 21:55:00,2.308,0,1,18
16/12/2006 21:56:00,2.926,0,2,17
16/12/2006 21:57:00,3.472,0,1,17
16/12/2006 21:58:00,3.48,0,1,17
16/12/2006 21:59:00,3.454,0,2,17
16/12/2006 22:00:00,3.464,0,1,17
16/12/2006 22:01:00,1.786,0,1,18
16/12/2006 22:02:00,3.182,0,1,17
16/12/2006 22:03:00,3.378,0,2,17
16/12/2006 22:04:00,3.372,0,1,17
16/12/2006 22:05:00,3.362,0,1,17
16/12/2006 22:06:00,3.112,0,1,17
16/12/2006 22:07:00,1.614,0,0,17
16/12/2006 22:08:00,3.358,0,0,17
16/12/2006 22:09:00,3.388,0,0,17
16/12/2006 22:10:00,3.392,0,0,17
16/12/2006 22:11:00,2.81,0,0,18
16/12/2006 22:12:00,2.18,0,0,17
16/12/2006 22:13:00,3.37,0,0,17
16/12/2006 22:14:00,3.326,0,0,17
16/12/2006 22:15:00,2.778,0,0,9
16/12/2006 22:16:00,2.358,0,0,0
16/12/2006 22:17:00,0.96,0,0,0
16/12/2006 22:18:00,1.606,0,0,0
16/12/2006 22:19:00,2.35,0,0,0
16/12/2006 22:20:00,2.428,0,0,0
16/12/2006 22:21:00,2.078,0,0,0
16/12/2006 22:22:00,0.78,0,0,0
16/12/2006 22:23:00,2.426,0,0,0
16/12/2006 22:24:00,2.412,0,0,0
16/12/2006 22:25:00,2.428,0,0,0
16/12/2006 22:26:00,1.53,0,0,0
16/12/2006 22:27:00,1.388,0,0,0
16/12/2006 22:28:00,2.424,0,0,0
16/12/2006 22:29:00,2.428,0,0,0
16/12/2006 22:30:00,2.388,0,0,0
16/12/2006 22:31:00,0.376,0,0,0
16/12/2006 22:32:00,2.202,0,0,0
16/12/2006 22:33:00,2.43,0,0,0
16/12/2006 22:34:00,2.346,0,0,0
16/12/2006 22:35:00,1.916,0,0,0
16/12/2006 22:36:00,0.384,0,0,0
16/12/2006 22:37:00,2.334,0,0,0
16/12/2006 22:38:00,2.32,0,0,0
16/12/2006 22:39:00,2.306,0,0,0
16/12/2006 22:40:00,2.306,0,0,0
16/12/2006 22:41:00,0.436,0,0,0
16/12/2006 22:42:00,1.584,0,0,0
16/12/2006 22:43:00,2.328,0,0,0
16/12/2006 22:44:00,2.326,0,0,0
16/12/2006 22:45:00,2.334,0,0,0
16/12/2006 22:46:00,1.846,0,0,0
16/12/2006 22:47:00,0.284,0,0,0
16/12/2006 22:48:00,2.342,0,0,0
16/12/2006 22:49:00,2.392,0,0,0
16/12/2006 22:50:00,2.414,0,0,0
16/12/2006 22:51:00,2.414,0,0,0
16/12/2006 22:52:00,0.754,0,0,0
16/12/2006 22:53:00,1.42,0,0,0
16/12/2006 22:54:00,2.468,0,0,0
16/12/2006 22:55:00,2.474,0,0,0
16/12/2006 22:56:00,2.488,0,0,0
16/12/2006 22:57:00,1.81,0,0,0
16/12/2006 22:58:00,0.674,0,0,0
16/12/2006 22:59:00,2.444,0,0,0
16/12/2006 23:00:00,2.41,0,0,0
16/12/2006 23:01:00,2.412,0,0,0
16/12/2006 23:02:00,2.206,0,0,0
16/12/2006 23:03:00,0.37,0,0,0
16/12/2006 23:04:00,2.104,0,0,0
16/12/2006 23:05:00,2.404,0,0,0
16/12/2006 23:06:00,2.418,0,0,0
16/12/2006 23:07:00,2.342,0,0,0
16/12/2006 23:08:00,1.262,0,0,0
16/12/2006 23:09:00,0.852,0,0,0
16/12/2006 23:10:00,2.34,0,0,0
16/12/2006 23:11:00,2.336,0,0,0
16/12/2006 23:12:00,2.334,0,0,0
16/12/2006 23:13:00,2.33,0,0,0
16/12/2006 23:14:00,1.038,0,0,0
16/12/2006 23:15:00,0.386,0,0,0
16/12/2006 23:16:00,2.35,0,0,0
16/12/2006 23:17:00,2.346,0,0,0
16/12/2006 23:18:00,2.346,0,0,0
16/12/2006 23:19:00,1.834,0,0,0
16/12/2006 23:20:00,1.222,0,0,0
16/12/2006 23:21:00,2.342,0,0,0
16/12/2006 23:22:00,2.334,0,0,0
16/12/2006 23:23:00,1.666,0,0,0
16/12/2006 23:24:00,1.198,0,0,0
16/12/2006 23:25:00,2.35,0,0,0
16/12/2006 23:26:00,2.398,0,0,0
16/12/2006 23:27:00,2.444,0,0,0
16/12/2006 23:28:00,0.406,0,0,0
16/12/2006 23:29:00,2.434,0,0,0
16/12/2006 23:30:00,2.502,0,0,0
16/12/2006 23:31:00,2.518,0,0,0
16/12/2006 23:32:00,1.516,0,0,0
16/12/2006 23:33:00,1.498,0,0,0
16/12/2006 23:34:00,2.508,0,0,0
16/12/2006 23:35:00,2.504,0,0,0
16/12/2006 23:36:00,2.492,0,0,0
16/12/2006 23:37:00,0.814,0,0,0
16/12/2006 23:38:00,2.304,0,0,0
16/12/2006 23:39:00,2.53,0,0,0
16/12/2006 23:40:00,2.378,0,0,0
16/12/2006 23:41:00,0.384,0,0,0
16/12/2006 23:42:00,2.37,0,0,0
16/12/2006 23:43:00,2.358,0,0,0
16/12/2006 23:44:00,2.352,0,0,0
16/12/2006 23:45:00,0.416,0,0,0
16/12/2006 23:46:00,2.654,0,0,0
16/12/2006 23:47:00,2.54,0,0,0
16/12/2006 23:48:00,2.526,0,0,0
16/12/2006 23:49:00,1.206,0,0,0
16/12/2006 23:50:00,3.844,0,0,0
16/12/2006 23:51:00,4.122,0,0,0
16/12/2006 23:52:00,3.458,0,0,0
16/12/2006 23:53:00,1.988,0,0,0
16/12/2006 23:54:00,0.596,0,0,0
16/12/2006 23:55:00,1.29,0,0,0
16/12/2006 23:56:00,2.73,0,1,0
16/12/2006 23:57:00,2.734,0,2,0
16/12/2006 23:58:00,2.764,0,1,0
16/12/2006 23:59:00,2.586,0,1,0
17/12/2006 00:00:00,1.044,0,2,0
17/12/2006 00:01:00,1.52,0,1,0
17/12/2006 00:02:00,3.038,0,2,0
17/12/2006 00:03:00,2.974,0,1,0
17/12/2006 00:04:00,2.846,0,2,0
17/12/2006 00:05:00,2.848,0,1,0
17/12/2006 00:06:00,2.858,0,1,0
17/12/2006 00:07:00,2.472,0,2,0
17/12/2006 00:08:00,0.658,0,1,0
17/12/2006 00:09:00,0.838,0,2,0
17/12/2006 00:10:00,2.608,0,1,0
17/12/2006 00:11:00,2.598,0,1,0
17/12/2006 00:12:00,2.56,0,2,0
17/12/2006 00:13:00,2.526,0,1,0
17/12/2006 00:14:00,2.472,0,1,0
17/12/2006 00:15:00,1.658,0,1,0
17/12/2006 00:16:00,0.422,0,2,0
17/12/2006 00:17:00,0.79,0,1,0
17/12/2006 00:18:00,2.436,0,1,0
17/12/2006 00:19:00,2.396,0,1,0
17/12/2006 00:20:00,2.338,0,1,0
17/12/2006 00:21:00,2.304,0,0,0
17/12/2006 00:22:00,0.276,0,0,0
17/12/2006 00:23:00,0.712,0,0,0
17/12/2006 00:24:00,2.332,0,0,0
17/12/2006 00:25:00,2.344,0,0,0
17/12/2006 00:26:00,2.354,0,0,0
17/12/2006 00:27:00,2.332,0,0,0
17/12/2006 00:28:00,2.368,0,0,0
17/12/2006 00:29:00,0.612,0,0,0
17/12/2006 00:30:00,0.286,0,0,0
17/12/2006 00:31:00,1.952,0,0,0
17/12/2006 00:32:00,2.376,0,0,0
17/12/2006 00:33:00,2.374,0,0,0
17/12/2006 00:34:00,2.406,0,0,0
17/12/2006 00:35:00,1.004,0,0,0
17/12/2006 00:36:00,0.388,0,0,0
17/12/2006 00:37:00,1.458,0,0,0
17/12/2006 00:38:00,2.48,0,0,0
17/12/2006 00:39:00,2.454,0,0,0
17/12/2006 00:40:00,2.468,0,0,0
17/12/2006 00:41:00,2.028,0,0,0
17/12/2006 00:42:00,0.382,0,0,0
17/12/2006 00:43:00,0.902,0,0,0
17/12/2006 00:44:00,2.466,0,0,0
17/12/2006 00:45:00,2.456,0,0,0
17/12/2006 00:46:00,2.45,0,0,0
17/12/2006 00:47:00,2.448,0,0,0
17/12/2006 00:48:00,0.93,0,0,0
17/12/2006 00:49:00,0.286,0,0,0
17/12/2006 00:50:00,1.376,0,0,0
17/12/2006 00:51:00,2.456,0,0,0
17/12/2006 00:52:00,2.456,0,0,0
17/12/2006 00:53:00,2.444,0,0,0
17/12/2006 00:54:00,2.122,0,0,0
17/12/2006 00:55:00,0.356,0,0,0
17/12/2006 00:56:00,0.952,0,0,0
17/12/2006 00:57:00,2.426,0,0,0
17/12/2006 00:58:00,2.42,0,0,0
17/12/2006 00:59:00,2.412,0,0,0
17/12/2006 01:00:00,1.008,0,0,0
17/12/2006 01:01:00,0.43,0,0,0
17/12/2006 01:02:00,2.676,0,0,0
17/12/2006 01:03:00,3.766,0,0,0
17/12/2006 01:04:00,4.582,0,13,0
17/12/2006 01:05:00,5.282,0,35,0
17/12/2006 01:06:00,2.362,0,28,0
17/12/2006 01:07:00,3.25,0,37,0
17/12/2006 01:08:00,4.618,0,27,0
17/12/2006 01:09:00,5.242,0,37,0
17/12/2006 01:10:00,4.86,0,36,0
17/12/2006 01:11:00,3.738,0,36,0
17/12/2006 01:12:00,3.426,0,37,0
17/12/2006 01:13:00,5.254,0,35,0
17/12/2006 01:14:00,5.246,0,36,0
17/12/2006 01:15:00,5.216,0,36,0
17/12/2006 01:16:00,3.858,0,36,0
17/12/2006 01:17:00,2.822,0,36,0
17/12/2006 01:18:00,3.84,0,35,0
17/12/2006 01:19:00,4.636,0,36,0
17/12/2006 01:20:00,4.634,0,35,0
17/12/2006 01:21:00,4.652,0,36,0
17/12/2006 01:22:00,3.13,0,26,0
17/12/2006 01:23:00,1.756,0,24,0
17/12/2006 01:24:00,3.478,0,36,0
17/12/2006 01:25:00,4.5,0,36,0
17/12/2006 01:26:00,3.552,0,21,0
17/12/2006 01:27:00,3.94,0,28,0
17/12/2006 01:28:00,2.44,0,37,0
17/12/2006 01:29:00,2.08,0,28,0
17/12/2006 01:30:00,3.652,0,22,0
17/12/2006 01:31:00,4.432,0,36,0
17/12/2006 01:32:00,4.46,0,36,0
17/12/2006 01:33:00,2.186,0,17,0
17/12/2006 01:34:00,2.358,0,33,0
17/12/2006 01:35:00,3.954,0,36,0
17/12/2006 01:36:00,3.746,0,25,0
17/12/2006 01:37:00,3.944,0,25,0
17/12/2006 01:38:00,3.68,0,36,0
17/12/2006 01:39:00,1.67,0,24,0
17/12/2006 01:40:00,3.214,0,26,0
17/12/2006 01:41:00,4.5,0,36,0
17/12/2006 01:42:00,3.8,0,26,0
17/12/2006 01:43:00,2.664,0,23,0
17/12/2006 01:44:00,2.528,0,37,0
17/12/2006 01:45:00,2.668,0,18,0
17/12/2006 01:46:00,4.256,0,30,0
17/12/2006 01:47:00,4.126,0,28,0
17/12/2006 01:48:00,3.216,0,31,0
17/12/2006 01:49:00,0.574,0,5,0
17/12/2006 01:50:00,2.344,0,16,0
17/12/2006 01:51:00,3.804,0,23,0
17/12/2006 01:52:00,4.622,0,37,0
17/12/2006 01:53:00,3.218,0,16,0
17/12/2006 01:54:00,0.774,0,5,0
17/12/2006 01:55:00,0.572,0,5,0
17/12/2006 01:56:00,1.952,0,5,0
17/12/2006 01:57:00,2.608,0,4,0
17/12/2006 01:58:00,2.6,0,5,0
17/12/2006 01:59:00,2.568,0,5,0
17/12/2006 02:00:00,1.334,0,5,0
17/12/2006 02:01:00,0.362,0,3,0
17/12/2006 02:02:00,1.238,0,1,0
17/12/2006 02:03:00,2.448,0,2,0
17/12/2006 02:04:00,2.426,0,1,0
17/12/2006 02:05:00,1.794,0,2,0
17/12/2006 02:06:00,0.288,0,1,0
17/12/2006 02:07:00,0.608,0,1,0
17/12/2006 02:08:00,2.426,0,2,0
17/12/2006 02:09:00,2.442,0,1,0
17/12/2006 02:10:00,2.428,0,1,0
17/12/2006 02:11:00,0.674,0,2,0
17/12/2006 02:12:00,0.306,0,1,0
17/12/2006 02:13:00,2.09,0,2,0
17/12/2006 02:14:00,2.508,0,1,0
17/12/2006 02:15:00,2.228,0,1,0
17/12/2006 02:16:00,0.308,0,0,0
17/12/2006 02:17:00,0.29,0,0,0
17/12/2006 02:18:00,2.442,0,1,0
17/12/2006 02:19:00,2.514,0,0,0
17/12/2006 02:20:00,2.506,0,0,0
17/12/2006 02:21:00,0.388,0,0,0
17/12/2006 02:22:00,0.538,0,0,0
17/12/2006 02:23:00,2.496,0,0,0
17/12/2006 02:24:00,2.47,0,1,0
17/12/2006 02:25:00,2.448,0,0,0
17/12/2006 02:26:00,0.82,0,0,0
17/12/2006 02:27:00,0.308,0,0,0
17/12/2006 02:28:00,2.45,0,0,0
17/12/2006 02:29:00,2.432,0,0,0
17/12/2006 02:30:00,2.444,0,0,0
17/12/2006 02:31:00,1.97,0,0,0
17/12/2006 02:32:00,0.256,0,1,0
17/12/2006 02:33:00,0.508,0,0,0
17/12/2006 02:34:00,2.37,0,0,0
17/12/2006 02:35:00,2.352,0,0,0
17/12/2006 02:36:00,2.14,0,0,0
17/12/2006 02:37:00,0.212,0,0,0
17/12/2006 02:38:00,0.992,0,1,0
17/12/2006 02:39:00,2.362,0,0,0
17/12/2006 02:40:00,2.384,0,0,0
17/12/2006 02:41:00,1.928,0,0,0
17/12/2006 02:42:00,0.218,0,0,0
17/12/2006 02:43:00,0.656,0,1,0
17/12/2006 02:44:00,2.398,0,0,0
17/12/2006 02:45:00,2.412,0,0,0
17/12/2006 02:46:00,1.672,0,0,0
17/12/2006 02:47:00,0.226,0,0,0
17/12/2006 02:48:00,1.632,0,0,0
17/12/2006 02:49:00,2.352,0,1,0
17/12/2006 02:50:00,2.328,0,0,0
17/12/2006 02:51:00,0.732,0,0,0
17/12/2006 02:52:00,0.206,0,0,0
17/12/2006 02:53:00,2.332,0,0,0
17/12/2006 02:54:00,2.39,0,0,0
17/12/2006 02:55:00,2.476,0,1,0
17/12/2006 02:56:00,0.604,0,0,0
17/12/2006 02:57:00,0.38,0,0,0
17/12/2006 02:58:00,1.774,0,0,0
17/12/2006 02:59:00,2.52,0,0,0
17/12/2006 03:00:00,2.542,0,0,0
17/12/2006 03:01:00,2.228,0,4,0
17/12/2006 03:02:00,0.59,0,4,0
17/12/2006 03:03:00,1.354,0,3,0
17/12/2006 03:04:00,2.734,0,4,0
17/12/2006 03:05:00,2.734,0,3,0
17/12/2006 03:06:00,2.002,0,4,0
17/12/2006 03:07:00,0.472,0,3,0
17/12/2006 03:08:00,0.876,0,4,0
17/12/2006 03:09:00,2.324,0,0,0
17/12/2006 03:10:00,2.342,0,0,0
17/12/2006 03:11:00,2.326,0,0,0
17/12/2006 03:12:00,0.302,0,0,0
17/12/2006 03:13:00,0.208,0,0,0
17/12/2006 03:14:00,2.022,0,0,0
17/12/2006 03:15:00,2.356,0,0,0
17/12/2006 03:16:00,2.346,0,1,0
17/12/2006 03:17:00,2.24,0,0,0
17/12/2006 03:18:00,0.224,0,0,0
17/12/2006 03:19:00,0.424,0,0,0
17/12/2006 03:20:00,2.344,0,0,0
17/12/2006 03:21:00,2.308,0,0,0
17/12/2006 03:22:00,2.338,0,1,0
17/12/2006 03:23:00,1.48,0,0,0
17/12/2006 03:24:00,0.222,0,0,0
17/12/2006 03:25:00,0.82,0,0,0
17/12/2006 03:26:00,2.352,0,0,0
17/12/2006 03:27:00,2.312,0,0,0
17/12/2006 03:28:00,2.324,0,1,0
17/12/2006 03:29:00,0.232,0,0,0
17/12/2006 03:30:00,0.342,0,0,0
17/12/2006 03:31:00,1.94,0,0,0
